concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_morning_routine,daily,routine,basic,🌅,#FFD54F,"home,casual",description,아침,a-chim,하루의 시작,명사,새벽,저녁,시간,아침시간,밝은 아침,morning,/ˈmɔːrnɪŋ/,start of the day,noun,dawn,evening,time,morning time,bright morning,早上,zǎoshang,一天的开始,名词,黎明,晚上,时间,早上时间,明亮的早上,朝,asa,一日の始まり,名詞,夜明け,夕方,時間,朝の時間,明るい朝,mañana,maˈɲana,comienzo del día,sustantivo,amanecer,tarde,tiempo,tiempo matutino,mañana brillante,매일 아침 7시에 일어나요,I wake up at 7 AM every morning,我每天早上7点起床,毎日朝7時に起きます,Me despierto a las 7 AM todas las mañanas
daily_evening_time,daily,routine,basic,🌆,#FF5722,"home,casual",description,저녁,jeo-nyeok,하루의 끝,명사,밤,아침,시간,저녁시간,평화로운 저녁,evening,/ˈiːvnɪŋ/,end of the day,noun,night,morning,time,evening time,peaceful evening,晚上,wǎnshang,一天的结束,名词,夜晚,早上,时间,晚上时间,平静的晚上,夕方,yūgata,一日の終わり,名詞,夜,朝,時間,夕方の時間,平和な夕方,tarde,ˈtarde,final del día,sustantivo,noche,mañana,tiempo,tiempo de tarde,tarde pacífica,저녁에 가족과 함께 시간을 보내요,I spend time with family in the evening,我晚上和家人一起度过时间,夕方に家族と一緒に時間を過ごします,Paso tiempo con la familia por la tarde
daily_weekend_leisure,daily,leisure,basic,🎉,#9C27B0,"casual,home",description,주말,ju-mal,일주일의 마지막,명사,휴일,평일,여가,주말보내기,즐거운 주말,weekend,/ˈwiːkˌɛnd/,end of the week,noun,holiday,weekday,leisure,spend weekend,enjoyable weekend,周末,zhōumò,一周的结束,名词,假日,工作日,休闲,过周末,愉快的周末,週末,shūmatsu,一週間の終わり,名詞,休日,平日,余暇,週末を過ごす,楽しい週末,fin de semana,fin de seˈmana,final de la semana,sustantivo,feriado,día de semana,ocio,pasar el fin de semana,fin de semana agradable,주말에 친구들과 만나요,I meet friends on weekends,我周末和朋友见面,週末に友達と会います,Me reúno con amigos los fines de semana
daily_happiness_emotion,daily,emotions,intermediate,😊,#FFEB3B,"social,casual",emotion,행복,haeng-bok,기쁜 마음 상태,명사,기쁨,슬픔,감정,행복하기,진정한 행복,happiness,/ˈhæpɪnəs/,state of joy,noun,joy,sadness,emotion,be happy,true happiness,幸福,xìngfú,快乐的心理状态,名词,喜悦,悲伤,情感,幸福,真正的幸福,幸せ,shiawase,嬉しい心の状態,名詞,喜び,悲しみ,感情,幸せになる,本当の幸せ,felicidad,feliθiˈðað,estado de alegría,sustantivo,alegría,tristeza,emoción,ser feliz,felicidad verdadera,가족과 함께 있을 때 행복해요,I'm happy when I'm with family,和家人在一起时我很幸福,家族と一緒にいる時幸せです,Soy feliz cuando estoy con la familia
daily_stress_emotion,daily,emotions,intermediate,😰,#F44336,"work,formal",emotion,스트레스,seu-teu-re-seu,정신적 압박감,명사,압박,여유,감정,스트레스받기,많은 스트레스,stress,/strɛs/,mental pressure,noun,pressure,relaxation,emotion,feel stressed,a lot of stress,压力,yālì,精神压力,名词,压迫,放松,情感,感到压力,很多压力,ストレス,sutoresu,精神的圧迫感,名詞,圧迫,余裕,感情,ストレスを感じる,多くのストレス,estrés,esˈtres,presión mental,sustantivo,presión,relajación,emoción,sentir estrés,mucho estrés,일이 많아서 스트레스를 받아요,I feel stressed because of too much work,因为工作太多我感到压力,仕事が多くてストレスを感じます,Me siento estresado por demasiado trabajo
daily_tired_feeling,daily,emotions,basic,😴,#9E9E9E,"casual,home",emotion,피곤,pi-gon,지친 상태,형용사,지침,상쾌함,상태,피곤하기,매우 피곤,tired,/ˈtaɪərd/,feeling of exhaustion,adjective,exhausted,refreshed,state,feel tired,very tired,累,lèi,疲劳状态,形容词,疲惫,精神,状态,感到累,非常累,疲れた,tsukareta,疲れた状態,形容詞,疲労,爽快,状態,疲れる,とても疲れた,cansado,kanˈsaðo,estado de agotamiento,adjetivo,agotado,refrescado,estado,sentirse cansado,muy cansado,오늘 하루 종일 일해서 피곤해요,I'm tired from working all day today,今天工作了一整天很累,今日一日中働いて疲れました,Estoy cansado de trabajar todo el día hoy
daily_hungry_feeling,daily,emotions,basic,😋,#FF9800,"casual,home",emotion,배고픔,bae-go-peum,음식을 원하는 상태,명사,굶주림,포만감,상태,배고프기,매우 배고픔,hunger,/ˈhʌŋɡər/,desire for food,noun,starvation,fullness,state,feel hungry,very hungry,饿,è,对食物的渴望,名词,饥饿,饱腹,状态,感到饿,非常饿,空腹,kūfuku,食べ物を欲しい状態,名詞,飢餓,満腹,状態,お腹がすく,とてもお腹がすく,hambre,ˈambre,deseo de comida,sustantivo,inanición,saciedad,estado,tener hambre,mucha hambre,점심시간이 되어서 배가 고파요,It's lunchtime so I'm hungry,到了午餐时间我饿了,昼食時間になってお腹がすきました,Es hora del almuerzo así que tengo hambre
daily_thirsty_feeling,daily,emotions,basic,🥤,#03A9F4,"casual,home",emotion,목마름,mok-ma-reum,물을 원하는 상태,명사,갈증,배부름,상태,목마르기,매우 목마름,thirst,/θɜːrst/,desire for water,noun,dehydration,hydration,state,feel thirsty,very thirsty,渴,kě,对水的渴望,名词,脱水,水合,状态,感到渴,非常渴,喉の渇き,nodo no kawaki,水を欲しい状態,名詞,脱水,水分補給,状態,喉が渇く,とても喉が渇く,sed,seð,deseo de agua,sustantivo,deshidratación,hidratación,estado,tener sed,mucha sed,운동 후에 목이 말라요,I'm thirsty after exercising,运动后我很渴,運動の後喉が渇きます,Tengo sed después de hacer ejercicio
daily_cold_weather,daily,weather_talk,basic,🥶,#2196F3,"casual,public",description,추위,chu-wi,기온이 낮은 상태,명사,냉기,더위,기후,추워하기,매우 추위,cold,/koʊld/,low temperature,noun,chill,heat,climate,feel cold,very cold,冷,lěng,低温状态,名词,寒气,热,气候,感到冷,非常冷,寒さ,samusa,気温が低い状態,名詞,冷気,暑さ,気候,寒がる,とても寒い,frío,ˈfrio,baja temperatura,sustantivo,fresco,calor,clima,sentir frío,mucho frío,겨울에는 너무 추워요,It's too cold in winter,冬天太冷了,冬はとても寒いです,En invierno hace mucho frío
daily_hot_weather,daily,weather_talk,basic,🔥,#FF5722,"casual,public",description,더위,deo-wi,기온이 높은 상태,명사,열기,추위,기후,더워하기,매우 더위,heat,/hiːt/,high temperature,noun,warmth,cold,climate,feel hot,very hot,热,rè,高温状态,名词,热气,冷,气候,感到热,非常热,暑さ,atsusa,気温が高い状態,名詞,熱気,寒さ,気候,暑がる,とても暑い,calor,kaˈlor,alta temperatura,sustantivo,calidez,frío,clima,sentir calor,mucho calor,여름에는 너무 더워요,It's too hot in summer,夏天太热了,夏はとても暑いです,En verano hace mucho calor
daily_rain_weather,daily,weather_talk,basic,🌧️,#607D8B,"casual,public",description,비,bi,하늘에서 내리는 물,명사,강수,햇빛,기상,비오기,많은 비,rain,/reɪn/,water falling from sky,noun,precipitation,sunshine,weather,raining,heavy rain,雨,yǔ,从天空降落的水,名词,降水,阳光,天气,下雨,大雨,雨,ame,空から降る水,名詞,降水,日光,気象,雨が降る,大雨,lluvia,ˈʎuβja,agua que cae del cielo,sustantivo,precipitación,sol,clima,llover,lluvia fuerte,오늘 비가 많이 와요,It's raining a lot today,今天下了很多雨,今日雨がたくさん降っています,Hoy está lloviendo mucho
daily_sun_weather,daily,weather_talk,basic,☀️,#FFD54F,"casual,public",description,해,hae,하늘의 별,명사,태양,달,천체,해뜨기,밝은 해,sun,/sʌn/,star in the sky,noun,solar,moon,celestial,sunrise,bright sun,太阳,tàiyáng,天空中的恒星,名词,太阳能,月亮,天体,日出,明亮的太阳,太陽,taiyō,空の星,名詞,ソーラー,月,天体,日の出,明るい太陽,sol,sol,estrella en el cielo,sustantivo,solar,luna,celestial,amanecer,sol brillante,해가 밝게 빛나고 있어요,The sun is shining brightly,太阳照得很亮,太陽が明るく輝いています,El sol está brillando intensamente
