concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
food_oil_ingredient,food,ingredients,basic,"casual,shopping",request,특정 재료 사용 요청,조리할 때 특정 N을/를 써주세요,"특정 조리에서 원하는 재료 사용을 요청하는 패턴","볶음 요리할 때 올리브 오일을 써주세요.",Specific Ingredient Usage Request,Please use + specific + N + when + cooking method,"Pattern requesting use of desired ingredient in specific cooking","Please use olive oil when stir frying.",特定材料使用依頼,調理する時に特定のNを使ってください,"特定調理で希望する材料使用を依頼するパターン","炒め物をする時はオリーブオイルを使ってください。",特定食材使用请求,烹饪时请用特定的N,"在特定烹饪中请求使用所需食材的模式","炒菜时请用橄榄油。",Solicitud de Uso de Ingrediente Específico,Por favor usa + N + específico + al + método de cocción,"Patrón solicitando uso de ingrediente deseado en cocina específica","Por favor usa aceite de oliva al saltear.",기름,oil,油,油,aceite
food_restaurant_dining,food,dining,basic,"polite,social",greeting,만남 장소 제안,시간에 형용사한 장소에서 만날까요?,"식사를 위한 만남 장소를 제안하는 의문문 패턴","오늘 저녁에 좋은 식당에서 만날까요?",Meeting Place Suggestion,Shall we meet at + adjective + place + at time?,"Question pattern suggesting meeting place for dining","Shall we meet at good restaurant tonight?",待ち合わせ場所提案,時間に形容詞な場所で会いましょうか？,"食事のための待ち合わせ場所を提案する疑問文パターン","今夜良いレストランで会いましょうか？",聚会地点建议,时间在形容词的地方见面好吗？,"建议用餐聚会地点的疑问句模式","今晚在好餐厅见面好吗？",Sugerencia de Lugar de Encuentro,¿Nos vemos en + lugar + adjetivo + en + tiempo?,"Patrón de pregunta sugiriendo lugar de encuentro para cenar","¿Nos vemos en buen restaurante esta noche?",식당,restaurant,レストラン,餐厅,restaurante
food_menu_dining,food,dining,basic,"polite,social",question,추천 메뉴 문의,이 장소의 추천 N이/가 무엇인가요?,"식당의 추천 메뉴를 묻는 정중한 의문문 패턴","이 식당의 추천 메뉴가 무엇인가요?",Recommended Menu Inquiry,What is the recommended + N + at this + place?,"Polite question pattern asking for restaurant recommendations","What is the recommended menu at this restaurant?",おすすめメニュー問い合わせ,この場所のおすすめNは何ですか？,"レストランのおすすめメニューを尋ねる丁寧な疑問文パターン","このレストランのおすすめメニューは何ですか？",推荐菜单询问,这个地方的推荐N是什么？,"询问餐厅推荐菜单的礼貌疑问句模式","这家餐厅的推荐菜单是什么？",Consulta de Menú Recomendado,¿Cuál es el + N + recomendado en este + lugar?,"Patrón de pregunta cortés pidiendo recomendaciones del restaurante","¿Cuál es el menú recomendado en este restaurante?",메뉴,menu,メニュー,菜单,menú
food_table_dining,food,dining,basic,"polite,social",request,자리 안내 요청,위치 N으로 안내해 주실 수 있나요?,"특정 위치의 자리로 안내를 요청하는 정중한 패턴","창가 테이블로 안내해 주실 수 있나요?",Seating Guide Request,Could you guide us to + location + N?,"Polite pattern requesting guidance to specific seating location","Could you guide us to window table?",席案内依頼,位置Nに案内していただけますか？,"特定位置の席への案内を依頼する丁寧なパターン","窓際テーブルに案内していただけますか？",座位引导请求,能带我们到位置N吗？,"请求引导到特定位置座位的礼貌模式","能带我们到窗边桌子吗？",Solicitud de Guía de Asientos,¿Podrían guiarnos a + N + de ubicación?,"Patrón cortés solicitando guía a ubicación específica de asientos","¿Podrían guiarnos a mesa de ventana?",테이블,table,テーブル,餐桌,mesa
food_waiter_dining,food,dining,intermediate,"polite,social",greeting,서비스 평가 표현,직업이 매우 형용사하고 서비스가 형용사해요,"서비스 직원과 서비스 품질을 평가하는 표현 패턴","웨이터님이 매우 친절하고 서비스가 좋아요.",Service Evaluation Expression,Job + is very + adjective + and service is + adjective,"Expression pattern evaluating service staff and service quality","Waiter is very kind and service is good.",サービス評価表現,職業がとても形容詞でサービスが形容詞です,"サービス職員とサービス品質を評価する表現パターン","ウェイターさんがとても親切でサービスが良いです。",服务评价表达,职业很形容词服务很形容词,"评价服务人员和服务质量的表达模式","服务员很友善服务很好。",Expresión de Evaluación de Servicio,Trabajo + es muy + adjetivo + y servicio es + adjetivo,"Patrón de expresión evaluando personal de servicio y calidad de servicio","Camarero es muy amable y servicio es bueno.",웨이터,waiter,ウェイター,服务员,camarero
food_bill_dining,food,dining,intermediate,"polite,social",request,식사 후 요청,식사 V은/ㄴ 후 N을/를 가져다 주세요,"식사 완료 후 필요한 것을 요청하는 정중한 패턴","식사 마친 후 계산서를 가져다 주세요.",Post-meal Request,Please bring + N + after we + V + eating,"Polite pattern requesting necessities after meal completion","Please bring bill after we finish eating.",食事後依頼,食事をVた後にNを持ってきてください,"食事完了後に必要なものを依頼する丁寧なパターン","食事が終わったら会計を持ってきてください。",餐后请求,用餐V后请拿N来,"用餐完成后请求所需物品的礼貌模式","用餐结束后请拿账单来。",Solicitud Post-comida,Por favor traiga + N + después de que + V + comer,"Patrón cortés solicitando necesidades después de completar comida","Por favor traiga cuenta después de terminar de comer.",계산서,bill,会計,账单,cuenta
food_tip_dining,food,dining,advanced,"polite,social",gratitude,서비스 보상 표현,서비스가 형용사해서 N을/를 형용사하게 드렸어요,"훌륭한 서비스에 대한 보상을 표현하는 과거 완료 패턴","서비스가 훌륭해서 팁을 많이 드렸어요.",Service Reward Expression,Service was + adjective + so I gave + N + adverb,"Past perfect pattern expressing reward for excellent service","Service was excellent so I gave generous tip.",サービス報酬表現,サービスが形容詞だったのでNを副詞差し上げました,"素晴らしいサービスに対する報酬を表現する過去完了パターン","サービスが素晴らしかったので多めにチップを差し上げました。",服务奖励表达,服务很形容词所以给了副词的N,"表达对优秀服务奖励的过去完成时模式","服务很棒所以给了很多小费。",Expresión de Recompensa de Servicio,Servicio fue + adjetivo + así que di + N + adverbio,"Patrón de pasado perfecto expresando recompensa por servicio excelente","Servicio fue excelente así que di propina generosa.",팁,tip,チップ,小费,propina
food_reservation_dining,food,dining,intermediate,"polite,social",request,예약 가능성 문의,시간에 인원수 예약 가능한가요?,"특정 시간과 인원에 대한 예약 가능성을 묻는 의문문 패턴","토요일 저녁 8시에 4명 예약 가능한가요?",Reservation Availability Inquiry,Is reservation possible for + number + people + at time?,"Question pattern asking about reservation availability for specific time and number","Is reservation possible for 4 people Saturday 8 PM?",予約可能性問い合わせ,時間に人数の予約は可能ですか？,"特定時間と人数に対する予約可能性を尋ねる疑問文パターン","土曜日の夜8時に4名の予約は可能ですか？",预订可能性询问,时间人数可以预订吗？,"询问特定时间和人数预订可能性的疑问句模式","周六晚上8点4个人可以预订吗？",Consulta de Disponibilidad de Reserva,¿Es posible reservar para + número + personas + en tiempo?,"Patrón de pregunta sobre disponibilidad de reserva para tiempo y número específicos","¿Es posible reservar para 4 personas el sábado a las 8 PM?",예약,reservation,予約,预订,reserva
food_appetizer_dining,food,dining,advanced,"polite,social",suggestion,코스 순서 제안,주요리 전에 N을/를 주문해볼까요?,"식사 코스 순서에 따른 주문을 제안하는 의문문 패턴","메인 요리 전에 전채요리를 주문해볼까요?",Course Order Suggestion,Shall we order + N + before + main course?,"Question pattern suggesting orders according to meal course sequence","Shall we order appetizers before main course?",コース順序提案,主要理の前にNを注文してみましょうか？,"食事コース順序による注文を提案する疑問文パターン","メイン料理の前に前菜を注文してみましょうか？",菜品顺序建议,主菜前我们点N好吗？,"根据用餐顺序建议点菜的疑问句模式","主菜前我们点开胃菜好吗？",Sugerencia de Orden de Curso,¿Pedimos + N + antes del + plato principal?,"Patrón de pregunta sugiriendo pedidos según secuencia de curso de comida","¿Pedimos aperitivos antes del plato principal?",전채,appetizer,前菜,开胃菜,aperitivo
food_dessert_dining,food,dining,intermediate,"casual,social",emotion,식사 후 감상,식사 후 형용사한 N이/가 너무 형용사했어요!,"식사 후 디저트에 대한 강한 긍정적 감정을 표현하는 과거 감탄문 패턴","식사 후 달콤한 디저트가 너무 맛있었어요!",Post-meal Impression,Adjective + N + after meal was so + adjective!,"Past exclamatory pattern expressing strong positive emotion about dessert after meal","Sweet dessert after meal was so delicious!",食事後感想,食事後の形容詞なNがとても形容詞でした！,"食事後デザートに対する強い肯定的感情を表現する過去感嘆文パターン","食事の後の甘いデザートがとても美味しかったです！",餐后感想,餐后形容词的N太形容词了！,"表达餐后对甜点强烈积极情感的过去感叹句模式","餐后的甜点太好吃了！",Impresión Post-comida,¡N + adjetivo + después de comida estaba muy + adjetivo!,"Patrón exclamativo pasado expresando emoción positiva fuerte sobre postre después de comida","¡Postre dulce después de comida estaba muy delicioso!",디저트,dessert,デザート,甜点,postre
food_breakfast_dining,food,dining,basic,"casual,home",description,주말 식사 패턴,주말 N은/는 항상 부사 먹어요,"주말 식사 시간의 특별한 패턴을 표현하는 현재 습관 패턴","주말 아침식사는 항상 늦게 먹어요.",Weekend Meal Pattern,I always eat weekend + N + adverb,"Present habit pattern expressing special pattern of weekend meal times","I always eat weekend breakfast late.",週末食事パターン,週末のNはいつも副詞食べます,"週末食事時間の特別なパターンを表現する現在習慣パターン","週末の朝食はいつも遅く食べます。",周末用餐模式,周末N总是副词地吃,"表达周末用餐时间特殊模式的现在习惯模式","周末早餐总是吃得很晚。",Patrón de Comida de Fin de Semana,Siempre como + N + de fin de semana + adverbio,"Patrón de hábito presente expresando patrón especial de horarios de comida de fin de semana","Siempre como desayuno de fin de semana tarde.",아침식사,breakfast,朝食,早餐,desayuno
food_lunch_dining,food,dining,basic,"casual,work",description,장소별 식사 표현,장소 근처 식당에서 N을/를 했어요,"특정 장소 근처에서 식사한 경험을 표현하는 과거 완료 패턴","회사 근처 식당에서 점심식사를 했어요.",Location-based Meal Expression,I had + N + at restaurant near + place,"Past perfect pattern expressing dining experience near specific location","I had lunch at restaurant near company.",場所別食事表現,場所近くのレストランでNをしました,"特定場所近くで食事した経験を表現する過去完了パターン","会社近くのレストランで昼食を食べました。",按地点用餐表达,在地点附近的餐厅吃了N,"表达在特定地点附近用餐经历的过去完成时模式","在公司附近的餐厅吃了午饭。",Expresión de Comida Basada en Ubicación,Tuve + N + en restaurante cerca de + lugar,"Patrón de pasado perfecto expresando experiencia de cenar cerca de ubicación específica","Tuve almuerzo en restaurante cerca de empresa.",점심식사,lunch,昼食,午餐,almuerzo
food_dinner_dining,food,dining,basic,"casual,home",description,가족 식사 표현,대상과 함께하는 N 시간이 형용사해요,"가족과의 식사 시간에 대한 감정을 표현하는 현재 상태 패턴","가족과 함께하는 저녁식사 시간이 행복해요.",Family Meal Expression,N + time with + subject + is + adjective,"Present state pattern expressing emotions about meal time with family","Dinner time with family is happy.",家族食事表現,対象と一緒のN時間が形容詞です,"家族との食事時間に対する感情を表現する現在状態パターン","家族と一緒の夕食時間が幸せです。",家庭用餐表达,和对象一起的N时间很形容词,"表达与家人用餐时间情感的现在状态模式","和家人一起吃晚饭的时间很幸福。",Expresión de Comida Familiar,Tiempo de + N + con + sujeto + es + adjetivo,"Patrón de estado presente expresando emociones sobre tiempo de comida con familia","Tiempo de cena con familia es feliz.",저녁식사,dinner,夕食,晚餐,cena
food_kitchen_dining,food,dining,basic,"casual,home",description,환경 변화 만족,새로 V은/ㄴ 장소에서 V는 게 형용사해요,"새로운 환경에서 활동하는 만족감을 표현하는 현재 감정 패턴","새로 꾸민 부엌에서 요리하는 게 즐거워요.",Environmental Change Satisfaction,V-ing in newly + V-ed + place + is + adjective,"Present emotion pattern expressing satisfaction from activities in new environment","Cooking in newly decorated kitchen is enjoyable.",環境変化満足,新しくVた場所でVるのが形容詞です,"新しい環境で活動する満足感を表現する現在感情パターン","新しく飾った台所で料理するのが楽しいです。",环境变化满意,在新V的地方V很形容词,"表达在新环境中活动满足感的现在情感模式","在新装修的厨房做菜很开心。",Satisfacción de Cambio Ambiental,V en + lugar + recién + V-ado + es + adjetivo,"Patrón de emoción presente expresando satisfacción de actividades en nuevo ambiente","Cocinar en cocina recién decorada es agradable.",부엌,kitchen,台所,厨房,cocina
food_plate_dining,food,dining,basic,"casual,home",request,음식 담기 요청,형용사한 N에 음식을 형용사하게 담아주세요,"음식을 그릇에 예쁘게 담는 것을 요청하는 정중한 명령문 패턴","깨끗한 접시에 음식을 예쁘게 담아주세요.",Food Plating Request,Please put food + adverb + on + adjective + N,"Polite imperative pattern requesting beautiful food plating","Please put food beautifully on clean plate.",食べ物盛り付け依頼,形容詞なNに食べ物を副詞盛ってください,"食べ物を器に美しく盛ることを依頼する丁寧な命令文パターン","きれいなお皿に食べ物を美しく盛ってください。",装盘请求,请把食物副词地装在形容词的N里,"请求将食物漂亮装盘的礼貌祈使句模式","请把食物漂亮地装在干净盘子里。",Solicitud de Emplatar Comida,Por favor pon comida + adverbio + en + N + adjetivo,"Patrón imperativo cortés solicitando emplatar comida bellamente","Por favor pon comida bellamente en plato limpio.",접시,plate,皿,盘子,plato
