concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_sometimes_frequency,daily,time,basic,"casual,social",description,취미나 선호,"[동작] + 는 것을 좋아하다","좋아하는 활동을 표현할 때 사용",가끔 새로운 요리를 해보는 것을 좋아해요.,Hobby or preference,"like + [verb] + ing","Used to express favorite activities",I like trying new dishes sometimes.,趣味や好み,"[動作] + のが好きだ","好きな活動を表現するときに使用",時々新しい料理を作ってみるのが好きです。,爱好或偏好,"喜欢 + [动作]","用来表达喜欢的活动",我有时喜欢尝试新菜。,Afición o preferencia,"me gusta + [verbo]","Usado para expresar actividades favoritas",Me gusta probar platos nuevos a veces.,가끔,sometimes,時々,有时,a veces
daily_always_frequency,daily,time,basic,"polite,home",agreement,일반적 사실,"[주어] + 는/은 항상 + [형용사]","일반적이고 지속적인 특성을 표현할 때 사용",할머니는 항상 친절하세요.,General fact,"[subject] + is always + [adjective]","Used to express general and continuous characteristics",Grandmother is always kind.,一般的事実,"[主語] + はいつも + [形容詞]","一般的で持続的な特性を表現するときに使用",おばあちゃんはいつも親切です。,一般事实,"[主语] + 总是 + [形容词]","用来表达一般且持续的特征",奶奶总是很善良。,Hecho general,"[sujeto] + siempre es + [adjetivo]","Usado para expresar características generales y continuas",La abuela siempre es amable.,항상,always,いつも,总是,siempre
daily_yesterday_past,daily,time,basic,"casual,social",description,과거 경험,"어제 + [동작] + 었/았/였다","어제 일어난 일을 설명할 때 사용",어제 친구와 카페에 갔어요.,Past experience,"yesterday + [verb] + past tense","Used to describe what happened yesterday",Yesterday I went to a cafe with a friend.,過去経験,"昨日 + [動作] + た","昨日起こったことを説明するときに使用",昨日友達とカフェに行きました。,过去经历,"昨天 + [动作] + 了","用来描述昨天发生的事",昨天我和朋友去了咖啡厅。,Experiencia pasada,"ayer + [verbo] + pretérito","Usado para describir lo que pasó ayer",Ayer fui a un café con un amigo.,어제,yesterday,昨日,昨天,ayer
daily_tomorrow_future,daily,time,basic,"casual,social",suggestion,조건부 계획,"내일 + [조건] + (으)면 + [계획]","조건에 따른 미래 계획을 표현할 때 사용",내일 날씨가 좋으면 피크닉을 해요.,Conditional plan,"tomorrow if + [condition] + [plan]","Used to express future plans based on conditions",Tomorrow if the weather is nice let's have a picnic.,条件付き計画,"明日 + [条件] + なら + [計画]","条件による未来の計画を表現するときに使用",明日天気が良かったらピクニックをしましょう。,有条件计划,"明天如果 + [条件] + 就 + [计划]","用来表达基于条件的未来计划",明天如果天气好就野餐。,Plan condicional,"mañana si + [condición] + [plan]","Usado para expresar planes futuros basados en condiciones",Mañana si hace buen tiempo hagamos picnic.,내일,tomorrow,明日,明天,mañana
daily_week_period,daily,time,intermediate,"polite,work",instruction,기한 표현,"[기간] + 안에","특정 기간 내에 완료해야 함을 표현할 때 사용",이번 주 안에 완료해야 합니다.,Deadline expression,"within + [period]","Used to express completion needed within specific time",We need to complete within this week.,期限表現,"[期間] + 以内に","特定の期間内に完了しなければならないことを表現するときに使用",今週以内に完了しなければなりません。,期限表达,"在 + [期间] + 内","用来表达需要在特定时间内完成",需要在本周内完成。,Expresión de plazo,"dentro de + [período]","Usado para expresar finalización necesaria en tiempo específico",Necesitamos completar dentro de esta semana.,주,week,週,周,semana
daily_weekend_rest,daily,time,basic,"casual,home",emotion,계획 표현,"[시간] + 에는 + [계획]","특정 시간에 대한 계획을 표현할 때 사용",주말에는 집에서 쉴 계획이에요.,Plan expression,"on + [time] + [plan]","Used to express plans for specific time",I plan to rest at home on the weekend.,計画表現,"[時間] + には + [計画]","特定の時間に対する計画を表現するときに使用",週末には家で休む計画です。,计划表达,"在 + [时间] + [计划]","用来表达特定时间的计划",周末我计划在家休息。,Expresión de plan,"en + [tiempo] + [plan]","Usado para expresar planes para tiempo específico",Planeo descansar en casa el fin de semana.,주말,weekend,週末,周末,fin de semana
daily_month_period,daily,time,intermediate,"polite,work",instruction,시작 시점,"[시점] + 부터","시작하는 시점을 나타낼 때 사용",다음 달부터 시작할 예정입니다.,Starting point,"from + [time point]","Used to indicate starting time point",We plan to start from next month.,開始時点,"[時点] + から","始まる時点を表すときに使用",来月から始める予定です。,起始时点,"从 + [时点] + 开始","用来表示开始的时间点",计划从下个月开始。,Punto de partida,"a partir de + [punto temporal]","Usado para indicar punto de tiempo de inicio",Planeamos empezar a partir del próximo mes.,월,month,月,月,mes
daily_year_period,daily,time,advanced,"formal,work",instruction,목표 표현,"[목표] + 을/를 달성하다","목표나 목적을 이루는 것을 표현할 때 사용",올해 목표를 달성하려고 합니다.,Goal expression,"achieve + [goal]","Used to express accomplishing goals or objectives",We try to achieve this year's goals.,目標表現,"[目標] + を達成する","目標や目的を成し遂げることを表現するときに使用",今年の目標を達成しようとしています。,目标表达,"实现 + [目标]","用来表达完成目标或目的",我们努力实现今年的目标。,Expresión de meta,"lograr + [meta]","Usado para expresar el cumplimiento de metas u objetivos",Tratamos de lograr las metas de este año.,년,year,年,年,año
daily_minute_time,daily,time,basic,"casual,social",question,정확한 시간,"정확히 + [시간] + 후에","정확한 시간을 표현할 때 사용",정확히 30분 후에 만나요.,Exact time,"exactly + [time] + later","Used to express precise time",Let's meet exactly 30 minutes later.,正確な時間,"正確に + [時間] + 後に","正確な時間を表現するときに使用",正確に30分後に会いましょう。,精确时间,"准确地 + [时间] + 后","用来表达精确的时间",准确地30分钟后见面。,Tiempo exacto,"exactamente + [tiempo] + después","Usado para expresar tiempo preciso",Encontrémonos exactamente 30 minutos después.,분,minute,分,分钟,minuto
daily_hour_time,daily,time,basic,"casual,social",question,소요 시간,"[시간] + 정도 걸리다","대략적인 소요 시간을 표현할 때 사용",2시간 정도 걸려요.,Duration time,"takes about + [time]","Used to express approximate time needed",It takes about 2 hours.,所要時間,"[時間] + くらいかかる","おおよその所要時間を表現するときに使用",2時間くらいかかります。,所需时间,"大约需要 + [时间]","用来表达大致所需的时间",大约需要2小时。,Tiempo de duración,"toma aproximadamente + [tiempo]","Usado para expresar tiempo aproximado necesario",Toma aproximadamente 2 horas.,시,hour,時,小时,hora
daily_second_time,daily,time,basic,"casual,store",description,남은 시간,"[시간] + 밖에 안 남다","적은 시간이 남았음을 표현할 때 사용",몇 초밖에 안 남았어요.,Remaining time,"only + [time] + left","Used to express little time remaining",Only a few seconds are left.,残り時間,"[時間] + しか残っていない","少ない時間が残っていることを表現するときに使用",数秒しか残っていません。,剩余时间,"只剩下 + [时间]","用来表达剩余时间很少",只剩下几秒钟了。,Tiempo restante,"solo quedan + [tiempo]","Usado para expresar poco tiempo restante",Solo quedan unos segundos.,초,second,秒,秒,segundo
daily_good_positive,daily,weather_talk,basic,"casual,social",emotion,감탄과 바람,"[형용사] + 은/ㄴ 날에는","특정 상황에서의 바람을 표현할 때 사용",좋은 날에는 밖에 나가고 싶어요.,Admiration and wish,"on + [adjective] + days","Used to express wishes in specific situations",On good days I want to go outside.,感嘆と願い,"[形容詞] + 日には","特定の状況での願いを表現するときに使用",良い日には外に出たくなります。,感叹和愿望,"在 + [形容词] + 的日子","用来表达特定情况下的愿望",在好天气的日子想出去。,Admiración y deseo,"en días + [adjetivo]","Usado para expresar deseos en situaciones específicas",En días buenos quiero salir.,좋다,good,良い,好,bueno
daily_bad_negative,daily,weather_talk,basic,"casual,social",emotion,결과적 추측,"[형용사] + 어서/아서 + [추측]","상황에 따른 결과를 추측할 때 사용",나빠서 취소해야 할 것 같아요.,Consequential speculation,"[adjective] so [speculation]","Used to speculate results based on situation",It's bad so I think we'll have to cancel.,結果的推測,"[形容詞] + ので + [推測]","状況による結果を推測するときに使用",悪いのでキャンセルしなければならないようです。,结果性推测,"因为 + [形容词] + 所以 + [推测]","用来根据情况推测结果",因为不好所以可能得取消。,Especulación consecuencial,"[adjetivo] así que [especulación]","Usado para especular resultados basados en situación",Está malo así que creo que tendremos que cancelar.,나쁘다,bad,悪い,坏,malo
daily_nice_pleasant,daily,weather_talk,intermediate,"polite,travel",opinion,감정의 원인,"[형용사] + 어서/아서 + [감정]","상황이 감정에 미치는 영향을 표현할 때 사용",좋아서 기분이 좋네요.,Emotional cause,"[adjective] so [emotion]","Used to express how situation affects emotions",It's nice so I feel good.,感情の原因,"[形容詞] + ので + [感情]","状況が感情に与える影響を表現するときに使用",良いので気分が良いですね。,情感原因,"因为 + [形容词] + 所以 + [情感]","用来表达情况对情感的影响",因为好所以心情很好。,Causa emocional,"[adjetivo] así que [emoción]","Usado para expresar cómo la situación afecta emociones",Es agradable así que me siento bien.,좋다,nice,いい,不错,agradable
daily_beautiful_attractive,daily,weather_talk,fluent,"casual,travel",emotion,시간 표현,"이렇게 + [형용사] + 은/ㄴ 건","오랜만에 나타나는 상황을 강조할 때 사용",이렇게 아름다운 건 오랜만이에요.,Time expression,"[adjective] like this","Used to emphasize situation appearing after long time",It's been long since it was beautiful like this.,時間表現,"こんなに + [形容詞] + なのは","久しぶりに現れる状況を強調するときに使用",こんなに美しいのは久しぶりです。,时间表达,"这么 + [形容词] + 是","用来强调很久出现的情况",这么美丽是很久没见了。,Expresión temporal,"tan + [adjetivo] + como esto","Usado para enfatizar situación que aparece después de mucho tiempo",Ha pasado mucho desde que era tan hermoso como esto.,아름답다,beautiful,美しい,美丽,hermoso
